id,name
811,P23677
812,P49247
813,P06132
814,P51512
815,P14555
816,P25774
817,Q9Y286
818,O43570
819,Q9Y5Y6
820,P04745
821,P09960
822,P04075
823,P17050
824,P49789
825,P00751
826,P30305
827,P51151
828,P09874
829,P07477
830,P11310
831,Q8WVQ1
832,P53355
833,Q96RI1
834,Q9HAN9
835,Q15075
836,P49759
837,Q16775
838,P55210
839,P00746
840,P10114
841,P52732
842,P14174
843,P37173
844,O94766
845,P15289
846,P08238
847,P50613
848,Q92947
849,P13051
850,Q9BW91
851,P32119
852,Q16881
853,Q99250
854,Q9NY46
855,P35499
856,O00408
857,P62508
858,P21964
859,P11511
860,P02675
861,P02679
862,P00736
863,P02745
864,P02746
865,P02747
866,P08637
867,P12318
868,P31994
869,P68133
870,P31785
871,P05452
872,P05787
873,P27797
874,Q07954
875,P05154
876,P14543
877,P13727
878,P32927
879,P34741
880,O14832
881,P07307
882,P49257
883,Q8NI22
884,P01906
885,P06400
886,P16519
887,P29120
888,Q16270
889,Q96C24
890,P05981
891,O14786
892,P02461
893,P11362
894,P22607
895,O95838
896,P07711
897,P23763
898,P63027
899,Q8N9I0
900,Q01362
901,P02458
902,P08123
903,P35237
904,P02735
905,Q96LZ3
906,P35346
907,P48147
908,Q8IVA8
909,Q5JAM2
910,Q5VZ30
911,Q6P996
912,Q6YP21
913,Q8IUZ5
914,Q8IVA8
915,Q96GA7
916,O14939
917,P06276
918,Q13393
919,P09210
920,O00469
921,P19971
922,O60568
923,P27338
924,O75936
925,P21397
926,Q32P28
927,Q6N063
928,P47989
929,P50750
930,Q96KS0
931,Q00534
932,P00813
933,Q9BY66
934,P11802
935,Q9GZT9
936,P48544
937,Q9H6Z9
938,Q9NVH6
939,P49336
940,P22234
941,Q00975
942,P27708
943,Q8N142
944,Q96HD9
945,O95190
946,Q9UMX2
947,P15104
948,Q6IA69
949,O15460
950,P53597
951,Q9BYC2
952,Q9P2R7
953,Q9UBX3
954,O60512
955,Q9UJ70
956,Q9UK23
957,O43424
958,P48664
959,Q07075
960,Q8N159
961,Q9ULA0
962,Q9ULK0
963,O14880
964,P08263
965,P10620
966,P35754
967,Q96SL4
968,Q99735
969,Q9NS18
970,Q16760
971,Q9NXE4
972,P23434
973,Q14032
974,Q6IB77
975,Q9P0Z9
976,Q9Y345
977,Q5JTZ9
978,P23743
979,P62714
980,P67775
981,O43447
982,P23284
983,P45877
984,Q13427
985,O75899
986,P36544
987,Q14832
988,P18505
989,P28472
990,P47870
991,P20618
992,P28074
993,P49721
994,Q08289
995,Q13698
996,O00305
997,O60840
998,P54284
999,Q01668
1000,Q13547
1001,Q92769
1002,O15379
1003,Q9UBN7
1004,P49356
1005,P49354
1006,Q16665
1007,P43115
1008,P41146
1009,P42336
1010,O00459
1011,Q92569
1012,P42345
1013,Q00653
1014,P00441
1015,P09958
1016,O43525
1017,P56696
1018,Q9NR82
1019,P41231
1020,O00329
1021,O60674
1022,Q13093
1023,P07949
1024,Q06609
1025,P27695
1026,Q05655
1027,P49146
1028,P06280
1029,Q8NFA2
1030,Q02880
1031,P17342
1032,P09467
1033,Q9H228
1034,P05177
1035,Q16790
1036,Q15842
1037,O00206
1038,P32320
1039,P31350
1040,P54760
1041,Q16831
1042,P08729
1043,P07237
1044,P21796
1045,P45880
1046,Q9Y277
1047,Q9UNI1
1048,P26196
1049,Q9NWT6
1050,P42768
1051,O14717
1052,Q8WTS6
1053,P53674
1054,Q13363
1055,P08684
1056,P04746
1057,O14936
1058,Q9NQX3
1059,Q99418
1060,Q92831
1061,P23141
1062,P09012
1063,P31949
1064,P53778
1065,Q9BY49
1066,P11712
1067,P27707
1068,P01857
1069,O00244
1070,P54278
1071,Q9BZ11
1072,P02749
1073,Q9BZR6
1074,Q9NNX6
1075,P25311
1076,P08887
1077,P01215
1078,P15529
1079,P42658
1080,Q9NPG2
1081,P80075
1082,Q96CD2
1083,P16152
1084,Q96LB9
1085,Q05397
1086,O43252
1087,P33176
1088,P15531
1089,Q03518
1090,Q12756
1091,O76083
1092,P49763
1093,Q96FI4
1094,Q14541
1095,O43617
1096,P15289
1097,P18509
1098,P12429
1099,P05162
1100,Q9HB21
1101,P07360
1102,P49247
1103,P20941
1104,P18085
1105,O60547
1106,P22392
1107,Q9Y689
1108,P01270
1109,O15169
1110,P07998
1111,P35914
1112,P78368
1113,P30291
1114,P07384
1115,Q13285
1116,Q02763
1117,P04637
1118,O14757
1119,P05067
1120,P33151
1121,Q96GD4
1122,P43235
1123,P05019
1124,P10644
1125,P50052
1126,P40238
1127,P01024
1128,P04234
1129,P09693
1130,P20963
1131,P01303
1132,P01730
1133,P01308
1134,P52333
1135,Q03431
1136,Q07817
1137,P30411
1138,Q96QU6
1139,O14788
1140,Q9NR97
1141,P56524
1142,Q8WUI4
1143,P30874
1144,P32745
1145,P17538
1146,P05108
1147,P25024
1148,Q92753
1149,P18545
1150,Q13956
1151,P52209
1152,P54750
1153,P02585
1154,Q13332
1155,P23469
1156,P38606
1157,P62745
1158,P05556
1159,P06756
1160,P33402
1161,Q9Y2I1
1162,O14649
1163,Q9NPC2
1164,P30926
1165,P32297
1166,P30532
1167,P18507
1168,Q8N1C3
1169,Q99928
1170,P28476
1171,O14764
1172,P00709
1173,P29034
1174,Q9NZV8
1175,Q9UK17
1176,Q16620
1177,Q7LG56
1178,Q07864
1179,P56282
1180,Q9NR33
1181,Q9NRF9
1182,P07098
1183,P11717
1184,P07451
1185,P23280
1186,P35219
1187,Q07699
1188,Q9NY72
1189,Q8IWT1
1190,P09238
1191,P09237
1192,P24347
1193,P50281
1194,P51511
1195,Q9ULZ9
1196,Q99542
1197,O60882
1198,Q9Y5R2
1199,Q9NPA2
1200,Q9NRE1
1201,P23258
1202,Q96RD7
1203,P35869
1204,P11474
1205,Q15788
1206,Q8NEB9
1207,Q9UNA0
1208,P63092
1209,Q08462
1210,O95622
1211,P20248
1212,Q15661
1213,Q13526
1214,Q15596
1215,P48552
1216,P53350
1217,Q16651
1218,Q13362
1219,P30153
1220,P61626
1221,P78536
1222,P31151
1223,Q9UNI1
1224,P17612
1225,P61925
1226,P63208
1227,P23467
1228,P13051
1229,P45984
1230,Q99933
1231,P11142
1232,P61769
1233,O60551
1234,Q13133
1235,P36897
1236,P24666
1237,Q9BVJ7
1238,O43293
1239,Q9UQF2
1240,P45983
1241,P33981
1242,Q13554
1243,P42892
1244,P51955
1245,Q9UGN5
1246,Q9NQS7
1247,P62136
1248,P63151
1249,P84077
1250,Q15078
1251,P40429
1252,P62829
1253,P61313
1254,P62750
1255,Q9UHA3
1256,P62917
1257,P39023
1258,P62913
1259,P55769
1260,P01834
1261,O75460
1262,P25705
1263,P06576
1264,P36542
1265,P60174
1266,P08574
1267,P22695
1268,O14949
1269,P47985
1270,P14927
1271,Q15118
1272,Q9UBT6
1273,Q9UKQ2
1274,O14983
1275,P41743
1276,Q09013
1277,Q7Z406
1278,P04118
1279,P25786
1280,P25787
1281,P25788
1282,P25789
1283,P28066
1284,P60900
1285,O14818
1286,P49720
1287,P28070
1288,P28072
1289,Q99436
1290,P11488
1291,P09466
1292,Q9Y6M4
1293,P09668
1294,P19784
1295,P13073
1296,P20674
1297,P10606
1298,P09669
1299,P04054
1300,Q9H169
1301,Q13627
1302,P41235
1303,Q9Y6Y9
1304,P54317
1305,Q9H2G2
1306,Q16566
1307,P49761
1308,Q9Y6F1
1309,Q9HCD5
1310,Q16644
1311,P63211
1312,P62873
1313,P20941
1314,P01116
1315,Q92696
1316,P53611
1317,P24386
1318,Q9UQM7
1319,Q00536
1320,Q03426
1321,Q15102
1322,P16112
1323,O00141
1324,Q13557
1325,P07737
1326,Q9UHY7
1327,Q15067
1328,Q15375
1329,P14920
1330,P04632
1331,P23458
1332,P29597
1333,A6NG28
1334,P08758
1335,Q969V6
1336,P06396
1337,P60981
1338,Q14494
1339,P23528
1340,O75116
1341,P06731
1342,P35243
1343,Q08209
1344,P62330
1345,P43080
1346,P15151
1347,O15143
1348,P61160
1349,P61158
1350,O15144
1351,O15145
1352,P59998
1353,O15511
1354,Q9HCP0
1355,Q12866
1356,Q15418
1357,O75865
1358,Q9Y296
1359,O14582
1360,P13639
1361,Q16654
1362,P11684
1363,P12883
1364,P35080
1365,P05187
1366,P07948
1367,P78362
1368,Q8IU85
1369,O94768
1370,P30419
1371,Q15120
1372,P09848
1373,P55196
1374,Q9NWZ3
1375,Q15119
1376,P26447
1377,P14550
1378,Q92793
1379,Q15648
1380,Q13555
1381,P80192
1382,Q16558
1383,Q9H2S1
1384,Q10472
1385,O43739
1386,P62312
1387,P32019
1388,P49247
1389,O43612
1390,Q15796
1391,O60678
1392,P15170
1393,Q9Y6I3
1394,P04179
1395,P00558
1396,Q16762
1397,P24855
1398,Q15181
1399,O75390
1400,P13929
1401,P36871
1402,P29508
1403,Q03403
1404,P01920
1405,P11172
1406,P22694
1407,P07108
1408,P54819
1409,Q92930
1410,P22570
1411,Q8IWL2
1412,P11226
1413,P19622
1414,P51149
1415,P04053
1416,P17600
1417,P35749
1418,P51178
1419,P63096
1420,P09382
1421,P20645
1422,P15813
1423,Q9NPH2
1424,P31323
1425,P46976
1426,P30084
1427,P22459
1428,Q99798
1429,P10600
1430,Q9UHQ9
1431,P46459
1432,P07585
1433,P31150
1434,O14594
1435,P20823
1436,P51003
1437,P35241
1438,P26572
1439,Q03393
1440,Q14643
1441,P19835
1442,P78352
1443,P19883
1444,P48735
1445,P68104
1446,P07478
1447,P62837
1448,P20339
1449,P40616
1450,P49411
1451,P49913
1452,P50607
1453,P35398
1454,P52799
1455,Q9NTG7
1456,P29323
1457,P09104
1458,Q9GZU7
1459,P61024
1460,P49368
1461,P61457
1462,P62491
1463,P62826
1464,P11233
1465,Q8NFW8
1466,P05062
1467,P62258
1468,O14874
1469,P55072
1470,P22314
1471,Q86YB8
1472,Q92993
1473,O60493
1474,P55789
1475,O60264
1476,Q92830
1477,Q16613
1478,O15066
1479,P78330
1480,Q9BZZ2
1481,Q01082
1482,Q15382
1483,Q99873
1484,P61587
1485,P36222
1486,O75676
1487,Q53H96
1488,P61221
1489,P40937
1490,P60953
1491,P17050
1492,Q99661
1493,Q96QT4
1494,O14964
1495,Q96KC2
1496,O00187
1497,Q9UL51
1498,Q9UL54
1499,P41091
1500,Q96GD3
1501,P36405
1502,P30041
1503,O15111
1504,Q99835
1505,P02708
1506,P11230
1507,Q07001
1508,P07510
1509,Q04844
1510,P31327
1511,P0C0L4
1512,P0C0L5
